Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
2500.0,2017-02-28,Debt consolidation,556.0,90.91%,350xx,AL,< 1 year,0.0
1000.0,2017-11-25,Other,539.0,0%,433xx,OH,< 1 year,0.0
7500.0,2014-03-17,car,695.0,57.42%,150xx,PA,< 1 year,0.0
9000.0,2017-05-06,Debt consolidation,,100%,900xx,CA,< 1 year,0.0
5000.0,2014-09-16,credit_card,681.0,44.04%,430xx,OH,< 1 year,0.0
10000.0,2017-06-08,debt_consolidation,,46.58%,747xx,OK,< 1 year,0.0
9500.0,2018-01-26,Home buying,,20.42%,912xx,CA,< 1 year,0.0
1600.0,2018-01-21,Credit card refinancing,,15.54%,799xx,TX,< 1 year,0.0
5000.0,2017-06-03,debt_consolidation,,8.03%,011xx,MA,5 years,0.0
1200.0,2017-12-28,Debt consolidation,579.0,23.99%,471xx,IN,< 1 year,0.0
5000.0,2017-06-18,Debt consolidation,,35.54%,287xx,NC,,0.0
10000.0,2018-04-27,Other,,29.16%,254xx,WV,< 1 year,0.0
15000.0,2018-06-01,Debt consolidation,,100%,481xx,MI,< 1 year,0.0
28000.0,2013-07-08,Refi-Freedom,692.0,18.3%,605xx,IL,,0.0
24525.0,2018-12-13,Credit card refinancing,,88.22%,553xx,MN,< 1 year,0.0
14150.0,2018-02-24,Car financing,,100%,864xx,AZ,< 1 year,0.0
20000.0,2014-11-26,credit_card,681.0,46.45%,335xx,FL,< 1 year,0.0
10000.0,2018-01-01,Debt consolidation,685.0,170.76%,941xx,CA,< 1 year,0.0
2000.0,2017-07-02,medical,,26.77%,857xx,AZ,5 years,0.0
3000.0,2015-12-04,other,,56.49%,775xx,TX,5 years,0.0
15000.0,2013-12-09,debt_consolidation,746.0,124.4%,724xx,AR,< 1 year,0.0
2000.0,2018-08-29,Debt consolidation,,27.22%,750xx,TX,< 1 year,0.0
5000.0,2016-02-29,debt_consolidation,501.0,13.52%,895xx,NV,< 1 year,0.0
35000.0,2018-02-07,Other,,63.16%,330xx,FL,< 1 year,0.0
10000.0,2018-05-03,Debt consolidation,,19.21%,981xx,WA,< 1 year,0.0
5500.0,2017-10-23,Debt consolidation,555.0,14.34%,225xx,VA,< 1 year,0.0
15000.0,2018-02-07,Debt consolidation,,19.08%,297xx,SC,< 1 year,0.0
40000.0,2017-11-15,Home improvement,653.0,9.18%,770xx,TX,< 1 year,0.0
40000.0,2018-10-03,Debt consolidation,,36.78%,217xx,MD,< 1 year,0.0
20000.0,2016-02-26,debt_consolidation,,5.56%,018xx,MA,< 1 year,0.0
26000.0,2018-12-02,Credit card refinancing,,16.13%,070xx,NJ,< 1 year,0.0
30000.0,2017-01-19,other,,0%,219xx,MD,< 1 year,0.0
10000.0,2018-04-26,Other,,10.8%,795xx,TX,< 1 year,0.0
3000.0,2013-10-02,other,628.0,3.48%,685xx,NV,< 1 year,0.0
2500.0,2015-05-03,medical,,1.04%,320xx,FL,< 1 year,0.0
6500.0,2014-10-19,debt_consolidation,689.0,17.83%,420xx,KY,< 1 year,0.0
20000.0,2018-05-29,Debt consolidation,,34.99%,104xx,NY,< 1 year,0.0
15000.0,2017-08-11,Debt consolidation,614.0,19.51%,329xx,FL,< 1 year,0.0
35000.0,2016-06-23,major_purchase,,16.42%,770xx,TX,< 1 year,0.0
23000.0,2018-09-19,Credit card refinancing,,37.46%,335xx,FL,< 1 year,0.0
25000.0,2017-11-15,Credit card refinancing,602.0,39.02%,473xx,IN,< 1 year,0.0
35000.0,2018-09-07,Other,,22.3%,815xx,CO,< 1 year,0.0
12600.0,2016-02-22,debt_consolidation,,21.97%,275xx,NC,5 years,0.0
2000.0,2016-06-15,debt_consolidation,536.0,0%,041xx,ME,< 1 year,0.0
2000.0,2012-12-22,other,628.0,7.53%,750xx,TX,< 1 year,0.0
15000.0,2018-01-21,Debt consolidation,,18.16%,757xx,TX,< 1 year,0.0
5000.0,2017-09-08,Debt consolidation,,-1%,532xx,WI,< 1 year,0.0
30000.0,2018-11-13,Credit card refinancing,,17.54%,331xx,FL,< 1 year,0.0
22000.0,2018-04-04,Debt consolidation,,33.73%,785xx,TX,< 1 year,0.0
12000.0,2018-01-31,Credit card refinancing,,16.99%,112xx,NY,< 1 year,0.0
10000.0,2017-09-28,debt_consolidation,,8%,462xx,IN,< 1 year,0.0
5000.0,2015-12-07,other,,4.56%,337xx,FL,< 1 year,0.0
8000.0,2016-05-05,debt_consolidation,,3.32%,914xx,CA,< 1 year,0.0
20000.0,2016-10-17,Debt consolidation,501.0,18.91%,802xx,CA,< 1 year,0.0
5000.0,2014-11-08,debt_consolidation,605.0,10.43%,190xx,PA,< 1 year,0.0
20000.0,2016-07-05,debt_consolidation,641.0,90.94%,750xx,TX,< 1 year,0.0
18000.0,2018-03-28,Debt consolidation,,49.28%,180xx,PA,< 1 year,0.0
6000.0,2018-08-25,Other,,4.65%,786xx,TX,< 1 year,0.0
1500.0,2017-11-21,Car financing,535.0,122.24%,452xx,OH,< 1 year,0.0
6000.0,2016-01-13,Medical expenses,,38.64%,112xx,NY,,0.0
20000.0,2016-06-22,debt_consolidation,692.0,57.76%,785xx,TX,< 1 year,0.0
5000.0,2014-05-11,home_improvement,591.0,10.3%,185xx,PA,< 1 year,0.0
40000.0,2018-02-15,Debt consolidation,,17.09%,933xx,CA,< 1 year,0.0
7000.0,2017-04-13,Credit card refinancing,652.0,147.73%,302xx,GA,< 1 year,0.0
10000.0,2018-10-11,Other,,4.53%,550xx,MN,< 1 year,0.0
10000.0,2017-08-04,other,,6.29%,967xx,HI,< 1 year,0.0
3000.0,2015-12-13,home_improvement,,42.51%,295xx,SC,< 1 year,0.0
32550.0,2017-08-10,Car financing,577.0,100%,716xx,AR,< 1 year,0.0
5500.0,2018-10-13,Other,,3.89%,610xx,IL,< 1 year,0.0
10000.0,2018-01-30,Debt consolidation,,11.61%,087xx,NJ,< 1 year,0.0
5000.0,2011-12-26,major_purchase,727.0,17.18%,720xx,AR,< 1 year,0.0
40000.0,2016-07-19,debt_consolidation,577.0,79.36%,907xx,CA,< 1 year,0.0
5000.0,2018-08-02,Debt consolidation,,0.85%,900xx,CA,< 1 year,0.0
10000.0,2017-01-20,other,,13.9%,759xx,TX,< 1 year,0.0
20000.0,2017-05-05,Debt consolidation,584.0,24.08%,327xx,FL,< 1 year,0.0
1000.0,2016-06-02,small_business,,4.2%,300xx,GA,< 1 year,0.0
40000.0,2018-09-17,Debt consolidation,,18.12%,752xx,TX,< 1 year,0.0
15000.0,2017-01-11,Debt consolidation,662.0,39.98%,378xx,TN,< 1 year,0.0
5000.0,2014-12-10,debt_consolidation,589.0,36.42%,191xx,PA,< 1 year,0.0
7000.0,2018-02-18,Debt consolidation,,100%,100xx,NY,< 1 year,0.0
10000.0,2017-07-21,other,,18.33%,630xx,MO,< 1 year,0.0
1500.0,2017-11-26,Moving and relocation,632.0,14.05%,432xx,OH,< 1 year,0.0
35000.0,2013-10-17,debt_consolidation,695.0,30.64%,220xx,VA,,0.0
25000.0,2014-05-15,major_purchase,697.0,49.71%,490xx,MI,< 1 year,0.0
7000.0,2016-10-24,Debt consolidation,554.0,12.3%,305xx,GA,< 1 year,0.0
10000.0,2018-11-15,Debt consolidation,,41.75%,558xx,MN,< 1 year,0.0
1000.0,2018-03-08,Other,,100%,144xx,NY,< 1 year,0.0
1000.0,2018-08-12,Debt consolidation,,2.73%,336xx,FL,< 1 year,0.0
1800.0,2018-05-15,Car financing,,0.24%,257xx,WV,< 1 year,0.0
1500.0,2017-10-17,Vacation,630.0,161.2%,492xx,MI,< 1 year,0.0
10000.0,2015-08-08,major_purchase,,11.21%,334xx,FL,< 1 year,0.0
16000.0,2018-07-16,Debt consolidation,,22.11%,060xx,CT,< 1 year,0.0
40000.0,2016-11-17,credit_card,,22.72%,775xx,TX,< 1 year,0.0
30700.0,2016-08-09,Credit card refinancing,,21.47%,701xx,LA,10+ years,0.0
20000.0,2017-09-23,Home improvement,501.0,19.67%,462xx,IN,< 1 year,0.0
5000.0,2018-09-02,Major purchase,,24.92%,335xx,FL,< 1 year,0.0
35000.0,2018-08-23,Other,,15.39%,658xx,MO,< 1 year,0.0
20000.0,2016-12-01,Other,718.0,28.64%,785xx,TX,< 1 year,0.0
10000.0,2016-12-08,Other,573.0,9.3%,349xx,FL,< 1 year,0.0
10000.0,2016-12-30,Debt consolidation,,14.6%,402xx,KY,3 years,0.0
13300.0,2017-06-28,credit_card,,50.02%,781xx,TX,5 years,0.0
20000.0,2017-02-26,credit_card,,24.74%,843xx,UT,5 years,0.0
1000.0,2015-08-18,other,,2.75%,303xx,GA,< 1 year,0.0
12000.0,2017-06-19,credit_card,,24.14%,670xx,KS,< 1 year,0.0
1500.0,2018-08-20,Other,,57.75%,283xx,NC,< 1 year,0.0
1000.0,2016-12-20,vacation,,-1%,113xx,NY,5 years,0.0
15000.0,2013-01-07,credit_card,637.0,9.22%,640xx,MO,< 1 year,0.0
10000.0,2018-04-06,Credit card refinancing,,21.33%,040xx,ME,< 1 year,0.0
5000.0,2017-05-18,Credit card refinancing,547.0,24.13%,028xx,RI,< 1 year,0.0
20000.0,2015-09-25,debt_consolidation,,9.28%,160xx,PA,< 1 year,0.0
30000.0,2015-09-02,debt_consolidation,,28.35%,302xx,GA,< 1 year,0.0
12000.0,2016-03-17,debt_consolidation,,46.16%,928xx,CA,< 1 year,0.0
8000.0,2017-06-06,Debt consolidation,678.0,49.88%,284xx,NC,< 1 year,0.0
25000.0,2017-12-28,Debt consolidation,619.0,11.24%,921xx,CA,< 1 year,0.0
10000.0,2018-02-14,Debt consolidation,,427.38%,484xx,MI,< 1 year,0.0
5000.0,2014-01-07,debt_consolidation,679.0,12.93%,363xx,AL,< 1 year,0.0
35000.0,2016-10-30,Home improvement,853.0,44.98%,395xx,MS,< 1 year,0.0
5000.0,2017-11-01,Business,530.0,11.49%,957xx,CA,< 1 year,0.0
40000.0,2017-06-01,Debt consolidation,681.0,29.41%,773xx,TX,< 1 year,0.0
10000.0,2018-11-02,Home buying,,16.17%,190xx,PA,< 1 year,0.0
8000.0,2017-08-01,debt_consolidation,598.0,0.14%,165xx,PA,5 years,0.0
13000.0,2018-10-13,Debt consolidation,,55.05%,968xx,HI,,0.0
1500.0,2017-09-26,Other,603.0,18.83%,236xx,VA,< 1 year,0.0
20000.0,2014-12-27,other,643.0,16.3%,281xx,NC,5 years,0.0
10000.0,2017-06-20,Debt consolidation,719.0,13.17%,335xx,FL,< 1 year,0.0
6000.0,2016-02-02,debt_consolidation,,4.1%,920xx,CA,< 1 year,0.0
20000.0,2018-01-15,Debt consolidation,617.0,27.68%,377xx,TN,< 1 year,0.0
3000.0,2018-08-01,Other,,19.92%,945xx,CA,< 1 year,0.0
15000.0,2018-03-05,Credit card refinancing,,48.15%,982xx,WA,< 1 year,0.0
2300.0,2015-04-14,small_business,,-1%,060xx,CT,< 1 year,0.0
16000.0,2016-03-28,major_purchase,,23.78%,754xx,TX,< 1 year,0.0
10000.0,2017-03-05,debt_consolidation,,19.2%,148xx,NY,< 1 year,0.0
40000.0,2017-08-15,Home improvement,640.0,44.08%,464xx,IN,< 1 year,0.0
2750.0,2012-07-19,renewable_energy,659.0,0.62%,900xx,CA,< 1 year,0.0
10000.0,2014-10-15,debt_consolidation,616.0,36.24%,705xx,LA,< 1 year,0.0
15000.0,2018-10-07,Debt consolidation,,64.19%,874xx,NM,< 1 year,0.0
25000.0,2018-09-20,Debt consolidation,,40.8%,432xx,OH,< 1 year,0.0
15000.0,2016-05-17,debt_consolidation,,10.44%,721xx,AR,< 1 year,0.0
2000.0,2017-11-23,Debt consolidation,660.0,42.39%,852xx,AZ,< 1 year,0.0
4000.0,2018-01-23,Credit card refinancing,,5.14%,927xx,CA,< 1 year,0.0
18000.0,2017-08-26,Debt consolidation,616.0,13.5%,070xx,NJ,< 1 year,0.0
18000.0,2018-11-18,Car financing,,10.34%,494xx,MI,< 1 year,0.0
2000.0,2017-12-11,Debt consolidation,575.0,3.52%,391xx,MS,< 1 year,0.0
10000.0,2013-05-22,credit_card,663.0,62.73%,606xx,IL,< 1 year,0.0
10000.0,2013-06-19,car,601.0,9.81%,700xx,LA,< 1 year,0.0
5000.0,2016-10-15,Moving and relocation,501.0,24.93%,913xx,CA,< 1 year,0.0
10000.0,2017-09-23,major_purchase,,33.35%,365xx,AL,4 years,0.0
25000.0,2017-07-26,debt_consolidation,,-1%,381xx,TN,< 1 year,0.0
5000.0,2018-04-02,Credit card refinancing,692.0,21.5%,293xx,SC,,0.0
10000.0,2018-05-07,Credit card refinancing,,4.99%,641xx,MO,< 1 year,0.0
15000.0,2016-10-16,Debt consolidation,645.0,33.48%,104xx,NY,10+ years,0.0
35000.0,2018-07-18,Credit card refinancing,,25.3%,853xx,AZ,< 1 year,0.0
2000.0,2017-11-25,Home buying,642.0,14.63%,430xx,OH,< 1 year,0.0
5000.0,2018-08-22,Other,,0%,076xx,NJ,< 1 year,0.0
30000.0,2017-03-29,Business,662.0,22.38%,850xx,AZ,< 1 year,0.0
5000.0,2016-07-26,debt_consolidation,,11.75%,483xx,MI,< 1 year,0.0
35000.0,2015-09-25,debt_consolidation,,11.85%,347xx,FL,< 1 year,0.0
7500.0,2018-02-01,Credit card refinancing,,5.98%,891xx,NV,< 1 year,0.0
12400.0,2018-08-02,Credit card refinancing,,16.3%,960xx,CA,< 1 year,0.0
1000.0,2017-12-28,Other,556.0,13.03%,530xx,WI,< 1 year,0.0
15000.0,2018-08-11,Other,624.0,0%,154xx,PA,< 1 year,0.0
7000.0,2017-06-14,debt_consolidation,,4.8%,600xx,IL,< 1 year,0.0
16000.0,2018-05-18,Debt consolidation,,4.42%,921xx,CA,< 1 year,0.0
1000.0,2014-10-16,moving,548.0,2.45%,214xx,MD,< 1 year,0.0
15000.0,2015-04-03,debt_consolidation,645.0,43.8%,605xx,IL,< 1 year,0.0
10000.0,2017-11-06,Other,671.0,14.86%,322xx,FL,< 1 year,0.0
20000.0,2016-04-09,debt_consolidation,,10.72%,028xx,RI,< 1 year,0.0
5000.0,2018-07-20,Debt consolidation,,23.96%,627xx,IL,,0.0
10000.0,2018-01-15,Other,713.0,51.05%,300xx,GA,< 1 year,0.0
28000.0,2018-06-12,Home buying,,259.56%,722xx,AR,< 1 year,0.0
1000.0,2016-01-05,other,,29.93%,443xx,OH,< 1 year,0.0
6000.0,2015-03-01,Home improvement,674.0,10.47%,076xx,NJ,10+ years,0.0
10000.0,2017-09-06,Debt consolidation,681.0,73.84%,905xx,CA,< 1 year,0.0
6000.0,2016-09-17,car,,35.96%,370xx,TN,5 years,0.0
2000.0,2018-07-31,Medical expenses,,53.49%,357xx,AL,< 1 year,0.0
10000.0,2017-06-10,home_improvement,,2.25%,492xx,MI,< 1 year,0.0
5000.0,2014-11-05,major_purchase,,-1%,606xx,IL,< 1 year,0.0
20000.0,2017-04-16,other,,32.99%,366xx,AL,5 years,0.0
2000.0,2018-03-07,Credit card refinancing,,35.1%,441xx,OH,1 year,0.0
35000.0,2018-11-25,Home buying,,15.96%,462xx,IN,< 1 year,0.0
1500.0,2017-05-22,Debt consolidation,652.0,11.86%,385xx,TN,< 1 year,0.0
2500.0,2018-04-15,Debt consolidation,,27.78%,620xx,IL,< 1 year,0.0
40000.0,2018-11-13,Debt consolidation,,16.47%,300xx,GA,< 1 year,0.0
20000.0,2018-08-10,Other,,13.01%,117xx,NY,< 1 year,0.0
9000.0,2018-12-05,Debt consolidation,,2.11%,114xx,NY,< 1 year,0.0
5000.0,2017-03-23,Credit card refinancing,536.0,218.77%,131xx,NY,< 1 year,0.0
15000.0,2016-10-13,other,,15.13%,065xx,CT,< 1 year,0.0
10000.0,2017-05-14,other,,21.95%,239xx,VA,< 1 year,0.0
10000.0,2017-04-04,debt_consolidation,,20.43%,945xx,CA,< 1 year,0.0
5000.0,2016-12-14,house,,1.25%,300xx,GA,< 1 year,0.0
10000.0,2018-08-13,Debt consolidation,,7.08%,752xx,TX,< 1 year,0.0
30000.0,2017-07-14,debt_consolidation,,9.76%,189xx,PA,5 years,0.0
8500.0,2015-02-08,small_business,754.0,21.74%,761xx,TX,< 1 year,0.0
8000.0,2015-11-30,debt_consolidation,,30.83%,604xx,IL,< 1 year,0.0
5000.0,2018-07-25,Debt consolidation,,100%,802xx,CO,1 year,0.0
20000.0,2016-04-01,debt_consolidation,,10.41%,585xx,ND,< 1 year,0.0
15000.0,2015-08-20,credit_card,,46.66%,481xx,MI,< 1 year,0.0
25000.0,2018-03-12,Debt consolidation,,56.53%,405xx,KY,< 1 year,0.0
3000.0,2018-06-17,Debt consolidation,,100%,107xx,NY,< 1 year,0.0
7000.0,2010-11-21,moving,666.0,5.4%,330xx,FL,< 1 year,0.0
20000.0,2018-09-18,Debt consolidation,,6.39%,895xx,NV,< 1 year,0.0
1000.0,2017-12-09,Other,604.0,0%,152xx,PA,< 1 year,0.0
10000.0,2018-07-17,Credit card refinancing,,5.58%,944xx,CA,< 1 year,0.0
12500.0,2018-11-19,Debt consolidation,,15.68%,612xx,IL,< 1 year,0.0
15000.0,2017-11-08,Debt consolidation,664.0,29.58%,857xx,AZ,< 1 year,0.0
5000.0,2018-06-27,Other,,21.76%,895xx,NV,,0.0
5000.0,2018-08-24,Debt consolidation,,4.39%,431xx,OH,< 1 year,0.0
10000.0,2017-08-31,other,,0%,027xx,MA,< 1 year,0.0
2000.0,2018-08-13,Credit card refinancing,,11.56%,744xx,OK,< 1 year,0.0
1000.0,2018-08-04,Medical expenses,,5.28%,376xx,TN,< 1 year,0.0
5000.0,2018-08-14,Credit card refinancing,,16.02%,351xx,AL,< 1 year,0.0
1000.0,2016-01-31,other,,16.76%,809xx,CO,5 years,0.0
1500.0,2017-01-07,Home buying,841.0,0.25%,970xx,OR,< 1 year,0.0
10000.0,2018-02-22,Debt consolidation,,32.67%,971xx,OR,< 1 year,0.0
5000.0,2018-09-08,Other,,7.47%,273xx,NC,< 1 year,0.0
5000.0,2017-03-27,other,,0%,272xx,NC,< 1 year,0.0
12000.0,2018-08-14,Debt consolidation,,38.25%,851xx,AZ,,0.0
10000.0,2017-05-17,credit_card,,42.15%,365xx,AL,5 years,0.0
35000.0,2017-09-17,debt_consolidation,,33.18%,212xx,MD,5 years,0.0
35300.0,2018-05-30,Credit card refinancing,,44.08%,125xx,NY,< 1 year,0.0
30000.0,2017-02-19,Home buying,714.0,22.84%,156xx,PA,< 1 year,0.0
20000.0,2018-06-25,Debt consolidation,,29.29%,334xx,FL,< 1 year,0.0
15000.0,2015-07-11,other,,7.66%,378xx,TN,< 1 year,0.0
1000.0,2018-05-14,Car financing,,16.04%,496xx,MI,< 1 year,0.0
10000.0,2017-01-26,Other,638.0,16.38%,852xx,AZ,< 1 year,0.0
8000.0,2017-07-06,credit_card,,-1%,922xx,CA,5 years,0.0
18300.0,2018-01-25,Car financing,,100%,300xx,GA,< 1 year,0.0
20000.0,2017-02-26,Home improvement,,-1%,936xx,CA,< 1 year,0.0
4000.0,2017-08-14,Other,432.0,20.24%,142xx,NY,< 1 year,0.0
7000.0,2014-04-07,credit_card,622.0,39.34%,554xx,MN,< 1 year,0.0
6500.0,2016-04-21,other,,25.55%,551xx,MN,< 1 year,0.0
30000.0,2013-09-30,home_improvement,591.0,12.32%,328xx,FL,< 1 year,0.0
10000.0,2018-04-30,Debt consolidation,,100%,178xx,PA,< 1 year,0.0
35000.0,2017-06-08,home_improvement,,21.88%,320xx,FL,,0.0
20000.0,2016-03-15,debt_consolidation,,33.02%,136xx,NY,5 years,0.0
40000.0,2018-11-20,Credit card refinancing,,100%,917xx,CA,< 1 year,0.0
1000.0,2016-11-20,other,,0.46%,330xx,FL,5 years,0.0
3000.0,2018-10-29,Debt consolidation,,100%,329xx,FL,,0.0
17000.0,2016-02-18,credit_card,655.0,61.8%,759xx,TX,< 1 year,0.0
3000.0,2016-09-20,home_improvement,,1.03%,751xx,TX,< 1 year,0.0
1500.0,2018-05-16,Debt consolidation,,43.04%,770xx,TX,< 1 year,0.0
5000.0,2015-12-01,debt_consolidation,,17.67%,070xx,NJ,< 1 year,0.0
2500.0,2018-08-27,Debt consolidation,,1.97%,350xx,AL,< 1 year,0.0
3000.0,2018-12-13,Other,,3.95%,334xx,FL,< 1 year,0.0
5000.0,2018-12-04,Major purchase,,9.6%,993xx,WA,< 1 year,0.0
8000.0,2015-06-19,Debt consolidation,,7.5%,480xx,MI,,0.0
15000.0,2018-07-08,Debt consolidation,,2.03%,945xx,CA,< 1 year,0.0
1500.0,2018-04-25,Other,,2.64%,795xx,TX,< 1 year,0.0
3000.0,2017-03-13,Major purchase,578.0,22.27%,303xx,GA,< 1 year,0.0
10000.0,2018-12-18,Home buying,,19.77%,207xx,MD,< 1 year,0.0
5000.0,2018-08-26,Other,,11.89%,913xx,CA,< 1 year,0.0
1000.0,2014-07-31,moving,,-1%,631xx,MO,< 1 year,0.0
1000.0,2016-06-30,car,,1.97%,706xx,LA,< 1 year,0.0
10000.0,2015-02-11,medical,697.0,64.5%,807xx,CO,< 1 year,0.0
10000.0,2018-10-31,Debt consolidation,,12.48%,177xx,PA,< 1 year,0.0
6000.0,2018-05-23,Credit card refinancing,,100%,027xx,MA,< 1 year,0.0
5000.0,2018-03-26,Car financing,569.0,0%,600xx,IL,< 1 year,0.0
25000.0,2018-06-19,Debt consolidation,,14.98%,444xx,OH,< 1 year,0.0
6500.0,2017-12-06,Other,653.0,1.16%,114xx,NY,< 1 year,0.0
2000.0,2018-02-26,Debt consolidation,,79.81%,391xx,MS,< 1 year,0.0
1000.0,2017-08-07,Other,571.0,10.56%,146xx,NY,< 1 year,0.0
2000.0,2015-07-28,other,,0.98%,633xx,MO,< 1 year,0.0
5000.0,2017-08-22,Debt consolidation,605.0,36.66%,485xx,MI,< 1 year,0.0
5000.0,2015-11-17,debt_consolidation,,63.83%,295xx,SC,< 1 year,0.0
2000.0,2017-04-23,other,,12.58%,641xx,MO,< 1 year,0.0
3000.0,2017-08-10,debt_consolidation,,15.18%,919xx,CA,5 years,0.0
35000.0,2018-10-23,Debt consolidation,,8.96%,846xx,UT,< 1 year,0.0
25000.0,2018-11-14,Debt consolidation,,18.93%,816xx,CO,< 1 year,0.0
2000.0,2017-03-28,Home improvement,501.0,33.08%,104xx,NY,< 1 year,0.0
35000.0,2018-11-04,Debt consolidation,,16.72%,088xx,NJ,< 1 year,0.0
5000.0,2018-04-21,Car financing,,7.19%,337xx,FL,< 1 year,0.0
1200.0,2015-10-29,medical,,9.52%,390xx,MS,< 1 year,0.0
10000.0,2017-03-27,debt_consolidation,,36.22%,360xx,AL,< 1 year,0.0
2500.0,2018-03-14,Credit card refinancing,,20.76%,836xx,ID,< 1 year,0.0
50000.0,2017-04-24,Business Loan,,-1%,551xx,MN,< 1 year,0.0
20000.0,2018-04-30,Car financing,,13.89%,136xx,NY,< 1 year,0.0
1000.0,2018-09-10,Car financing,,2%,984xx,WA,< 1 year,0.0
15000.0,2016-07-25,credit_card,,17.51%,100xx,NY,< 1 year,0.0
40000.0,2017-01-19,debt_consolidation,,22.04%,919xx,CA,< 1 year,0.0
15000.0,2014-05-22,debt_consolidation,600.0,31.99%,956xx,CA,< 1 year,0.0
20000.0,2016-05-01,debt_consolidation,,36.84%,296xx,SC,,0.0
2000.0,2017-10-28,Debt consolidation,595.0,0%,274xx,NC,< 1 year,0.0
30000.0,2017-09-20,Debt consolidation,632.0,34.71%,981xx,WA,< 1 year,0.0
40000.0,2018-09-10,Credit card refinancing,,83.85%,731xx,OK,< 1 year,0.0
5000.0,2017-12-28,Medical expenses,663.0,34.6%,325xx,FL,< 1 year,0.0
12000.0,2018-08-20,Debt consolidation,,13.81%,664xx,KS,< 1 year,0.0
10000.0,2017-05-15,Debt consolidation,671.0,29.95%,378xx,TN,< 1 year,0.0
7000.0,2018-03-27,Debt consolidation,,25.89%,105xx,NY,< 1 year,0.0
3000.0,2016-07-18,other,,8.92%,941xx,CA,< 1 year,0.0
25000.0,2015-04-20,debt_consolidation,,56.36%,765xx,TX,< 1 year,0.0
5000.0,2013-12-31,major_purchase,612.0,10.8%,278xx,NC,< 1 year,0.0
10000.0,2018-01-01,Debt consolidation,578.0,4.82%,199xx,DE,< 1 year,0.0
2000.0,2018-06-18,Other,,0%,935xx,CA,3 years,0.0
10000.0,2017-05-22,major_purchase,,6.85%,661xx,KS,< 1 year,0.0
6000.0,2015-06-02,credit_card,,49.1%,352xx,AL,< 1 year,0.0
23000.0,2018-10-01,Debt consolidation,,100%,453xx,OH,< 1 year,0.0
20000.0,2018-09-06,Home buying,,20.16%,976xx,OR,< 1 year,0.0
2000.0,2014-06-13,vacation,581.0,17.19%,850xx,AZ,< 1 year,0.0
10000.0,2018-11-02,Other,,46.28%,973xx,OR,< 1 year,0.0
8000.0,2018-08-19,Credit card refinancing,,16.83%,551xx,MN,< 1 year,0.0
40000.0,2017-11-07,Other,663.0,0.94%,337xx,FL,< 1 year,0.0
30000.0,2015-05-14,car,,1.87%,070xx,NJ,< 1 year,0.0
10000.0,2017-09-17,debt_consolidation,,20.13%,481xx,MI,< 1 year,0.0
10000.0,2018-07-07,Debt consolidation,,17.22%,402xx,KY,< 1 year,0.0
1000.0,2017-02-26,debt_consolidation,,0%,775xx,TX,5 years,0.0
40000.0,2017-02-28,Major purchase,577.0,16.18%,958xx,CA,< 1 year,0.0
40000.0,2018-06-25,Debt consolidation,,43.49%,846xx,UT,< 1 year,0.0
2000.0,2014-12-03,other,536.0,1023.77%,758xx,TX,< 1 year,0.0
25000.0,2018-06-27,Major purchase,,19.95%,982xx,WA,< 1 year,0.0
10000.0,2018-02-13,Home improvement,,88.12%,601xx,IL,< 1 year,0.0
1000.0,2016-11-06,other,,-1%,300xx,GA,,0.0
1000.0,2017-12-27,Medical expenses,539.0,2.54%,784xx,TX,< 1 year,0.0
7000.0,2017-11-04,Credit card refinancing,637.0,35.41%,300xx,GA,< 1 year,0.0
8000.0,2015-07-06,debt_consolidation,,57.89%,376xx,TN,< 1 year,0.0
10000.0,2013-09-18,debt_consolidation,670.0,56.13%,725xx,AR,< 1 year,0.0
10000.0,2015-05-15,debt_consolidation,660.0,12.71%,606xx,IL,< 1 year,0.0
2500.0,2014-07-27,debt_consolidation,,-1%,352xx,AL,< 1 year,0.0
18000.0,2017-05-06,debt_consolidation,,66.25%,681xx,NE,< 1 year,0.0
7000.0,2016-01-12,debt_consolidation,,16.42%,601xx,IL,< 1 year,0.0
7000.0,2018-08-30,Debt consolidation,,6.73%,958xx,CA,< 1 year,0.0
40000.0,2018-02-02,Home improvement,,100%,207xx,MD,< 1 year,0.0
35000.0,2014-07-20,debt_consolidation,,-1%,967xx,HI,< 1 year,0.0
5000.0,2016-02-15,Credit card refinancing,,27.67%,287xx,NC,,0.0
10000.0,2015-11-07,debt_consolidation,625.0,44.45%,420xx,KY,< 1 year,0.0
30000.0,2013-11-13,Business improvement ,662.0,11.99%,531xx,WI,10+ years,0.0
20000.0,2018-04-09,Debt consolidation,,22.66%,751xx,TX,< 1 year,0.0
10000.0,2017-05-02,major_purchase,,18.7%,148xx,NY,< 1 year,0.0
1000.0,2018-12-22,Other,627.0,1%,080xx,NJ,3 years,0.0
1500.0,2014-09-30,other,564.0,7.03%,548xx,WI,< 1 year,0.0
5500.0,2016-07-15,major_purchase,,9.55%,165xx,PA,5 years,0.0
10000.0,2017-05-23,home_improvement,,14.54%,606xx,IL,< 1 year,0.0
7000.0,2016-04-12,debt_consolidation,,10.7%,548xx,WI,< 1 year,0.0
2000.0,2013-07-23,credit_card,676.0,2.52%,606xx,IL,< 1 year,0.0
13000.0,2017-06-30,other,,9999%,736xx,OK,< 1 year,0.0
