id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
120948741,,6000.0,6000.0,6000.0, 36 months,7.97,187.94,A,A5,Rigger,< 1 year,RENT,46000.0,Not Verified,Oct-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=120948741,,debt_consolidation,Debt consolidation,764xx,TX,17.24,0.0,Aug-2011,755.0,759.0,0.0,,,3.0,0.0,3340.0,20.2,6.0,w,2591.06,2591.06,3892.32,3892.32,3408.94,483.38,0.0,0.0,0.0,Mar-2019,187.94,Apr-2019,Mar-2019,784.0,780.0,0.0,,1.0,Individual,,,,0.0,0.0,30686.0,0.0,1.0,1.0,1.0,9.0,27346.0,92.0,0.0,1.0,1225.0,66.0,16500.0,3.0,1.0,9.0,2.0,10229.0,4775.0,20.4,0.0,0.0,74.0,38.0,14.0,9.0,0.0,38.0,,1.0,,0.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,46297.0,30686.0,6000.0,29797.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
5814942,,14100.0,14100.0,14100.0, 60 months,22.95,397.09,F,F1,Seaton corp,6 years,RENT,40000.0,Verified,Jul-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=5814942,,debt_consolidation,Credit card payoff,605xx,IL,12.09,0.0,Mar-2006,685.0,689.0,2.0,,,7.0,0.0,10258.0,58.0,8.0,f,0.0,0.0,20282.5199802163,20282.52,14100.0,6182.52,0.0,0.0,0.0,Oct-2015,5141.67,,Mar-2019,659.0,655.0,0.0,,1.0,Individual,,,,0.0,0.0,10258.0,,,,,,,,,,,,17700.0,,,,2.0,1465.0,5489.0,54.6,0.0,0.0,,88.0,1.0,1.0,0.0,1.0,,1.0,,0.0,4.0,7.0,4.0,5.0,0.0,7.0,8.0,7.0,7.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,17700.0,10258.0,12100.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
44766176,,10000.0,10000.0,10000.0, 36 months,6.39,305.99,A,A2,Corrections Officer,2 years,RENT,50000.0,Source Verified,Apr-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=44766176,,debt_consolidation,Debt consolidation,067xx,CT,13.7,0.0,Jun-2009,765.0,769.0,1.0,,,20.0,0.0,2809.0,9.5,27.0,w,0.0,0.0,10086.04,10086.04,10000.0,86.04,0.0,0.0,0.0,May-2015,10089.59,,Jul-2017,764.0,760.0,0.0,,1.0,Individual,,,,0.0,0.0,51692.0,,,,,,,,,,,,29600.0,,,,8.0,2585.0,26091.0,9.7,0.0,0.0,69.0,56.0,12.0,12.0,0.0,12.0,,1.0,,0.0,2.0,2.0,6.0,9.0,15.0,8.0,11.0,2.0,20.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,90978.0,51692.0,28900.0,60176.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
139482471,,32750.0,32750.0,32750.0, 60 months,15.02,779.47,C,C3,Claims Manager,10+ years,MORTGAGE,108000.0,Verified,Sep-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=139482471,,debt_consolidation,Debt consolidation,290xx,SC,28.12,0.0,Mar-1997,670.0,674.0,0.0,56.0,,17.0,0.0,25102.0,74.7,31.0,w,30462.15,30462.15,4649.49,4649.49,2287.85,2361.64,0.0,0.0,0.0,Mar-2019,779.47,Apr-2019,Mar-2019,689.0,685.0,0.0,69.0,1.0,Individual,,,,0.0,0.0,350841.0,0.0,4.0,1.0,3.0,9.0,32221.0,51.0,0.0,1.0,10379.0,60.0,33600.0,2.0,1.0,0.0,4.0,20638.0,1472.0,90.9,0.0,0.0,191.0,257.0,14.0,9.0,1.0,44.0,,14.0,,3.0,3.0,10.0,4.0,6.0,16.0,12.0,14.0,10.0,17.0,0.0,0.0,0.0,1.0,83.9,50.0,0.0,0.0,456279.0,57323.0,16200.0,62779.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
131182247,,15000.0,15000.0,15000.0, 60 months,25.81,447.43,E,E4,Dispatcher,10+ years,MORTGAGE,50000.0,Verified,Apr-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=131182247,,debt_consolidation,Debt consolidation,234xx,VA,29.31,1.0,Nov-2007,660.0,664.0,1.0,20.0,,23.0,0.0,13186.0,49.6,33.0,f,13469.56,13469.56,4878.71,4878.71,1530.44,3348.27,0.0,0.0,0.0,Mar-2019,447.43,Apr-2019,Mar-2019,689.0,685.0,0.0,20.0,1.0,Individual,,,,0.0,0.0,206498.0,2.0,2.0,0.0,0.0,31.0,16460.0,45.0,4.0,6.0,3165.0,47.0,26600.0,0.0,1.0,5.0,7.0,9833.0,4219.0,72.8,0.0,0.0,55.0,125.0,5.0,5.0,1.0,10.0,,1.0,20.0,1.0,5.0,8.0,6.0,9.0,5.0,20.0,27.0,8.0,23.0,0.0,0.0,1.0,4.0,97.0,50.0,0.0,0.0,242982.0,29646.0,15500.0,36697.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1498018,,9450.0,9450.0,9450.0, 36 months,13.11,318.91,B,B4,Clarendon School District Two,10+ years,MORTGAGE,27000.0,Not Verified,Sep-2012,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1498018,  Borrower added on 08/31/12 > I would like to consolidate all of my credit card bills into one payment.<br>,debt_consolidation,Debt consolidation,291xx,SC,14.09,0.0,Apr-1993,680.0,684.0,0.0,,,10.0,0.0,7498.0,42.8,23.0,f,0.0,0.0,10601.7567554481,10601.76,9450.0,1151.76,0.0,0.0,0.0,Oct-2013,6779.82,,Mar-2019,714.0,710.0,0.0,,1.0,Individual,,,,0.0,186.0,7498.0,,,,,,,,,,,,17500.0,,,,1.0,750.0,6361.0,42.2,0.0,0.0,121.0,236.0,9.0,9.0,0.0,9.0,,,,1.0,7.0,10.0,7.0,13.0,3.0,10.0,20.0,10.0,10.0,0.0,0.0,0.0,1.0,95.0,85.7,0.0,0.0,17500.0,7498.0,11000.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
115269621,,5000.0,5000.0,5000.0, 36 months,12.62,167.56,C,C1,Senior Sales Operations Analyst,10+ years,MORTGAGE,74000.0,Verified,Aug-2017,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=115269621,,debt_consolidation,Debt consolidation,802xx,CO,16.85,0.0,Jul-2003,675.0,679.0,0.0,,64.0,10.0,1.0,19643.0,61.4,21.0,w,0.0,0.0,5782.465200784,5782.47,5000.0,782.47,0.0,0.0,0.0,Feb-2019,2925.19,,Mar-2019,664.0,660.0,0.0,,1.0,Individual,,,,0.0,0.0,29722.0,0.0,1.0,0.0,2.0,14.0,10079.0,67.0,1.0,2.0,7109.0,63.0,32000.0,0.0,1.0,0.0,4.0,2972.0,3838.0,78.3,0.0,0.0,19.0,169.0,11.0,11.0,0.0,44.0,,,,0.0,2.0,7.0,2.0,8.0,2.0,9.0,19.0,7.0,10.0,0.0,0.0,0.0,1.0,100.0,50.0,1.0,0.0,47000.0,29722.0,17700.0,15000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
138187274,,25000.0,25000.0,25000.0, 60 months,10.47,536.98,B,B2,Project Coordinator,< 1 year,RENT,65000.0,Not Verified,Aug-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=138187274,,debt_consolidation,Debt consolidation,115xx,NY,14.14,0.0,Feb-2004,775.0,779.0,0.0,,,20.0,0.0,9620.0,12.8,28.0,w,22708.74,22708.74,3729.78,3729.78,2291.26,1438.52,0.0,0.0,0.0,Mar-2019,536.98,Apr-2019,Mar-2019,774.0,770.0,0.0,,1.0,Individual,,,,0.0,0.0,29625.0,1.0,1.0,0.0,0.0,25.0,20005.0,80.0,1.0,1.0,3701.0,30.0,75000.0,0.0,0.0,0.0,1.0,1481.0,63980.0,13.1,0.0,0.0,174.0,97.0,3.0,3.0,0.0,3.0,,,,0.0,6.0,6.0,17.0,20.0,5.0,19.0,23.0,6.0,20.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,100000.0,29625.0,73600.0,25000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
555528,,13000.0,13000.0,12500.0, 36 months,13.23,439.47,C,C1,Anheuser Busch Inc.,10+ years,MORTGAGE,81600.0,Verified,Aug-2010,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=555528,,home_improvement,bill Consolidation / Home improvement,134xx,NY,16.51,0.0,Nov-1976,700.0,704.0,0.0,,,9.0,0.0,24483.0,58.7,20.0,f,0.0,0.0,15816.6565799135,15208.32,13000.0,2816.66,0.0,0.0,0.0,Jul-2013,888.95,,Jul-2013,699.0,695.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
55289708,,16200.0,16200.0,16200.0, 36 months,7.89,506.83,A,A5,,,MORTGAGE,55000.0,Source Verified,Jul-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=55289708,,debt_consolidation,Debt consolidation,333xx,FL,29.7,0.0,Apr-1995,665.0,669.0,0.0,54.0,46.0,18.0,1.0,8138.0,81.4,26.0,w,0.0,0.0,18276.6908501845,18276.69,16200.0,2076.69,0.0,0.0,0.0,Aug-2018,506.73,,Sep-2018,704.0,700.0,0.0,,1.0,Individual,,,,0.0,0.0,89743.0,,,,,,,,,,,,10000.0,,,,2.0,5609.0,1862.0,81.4,0.0,0.0,128.0,243.0,18.0,14.0,0.0,18.0,,18.0,,0.0,3.0,3.0,3.0,8.0,14.0,5.0,12.0,3.0,16.0,0.0,0.0,0.0,0.0,95.5,66.7,1.0,0.0,104243.0,89743.0,10000.0,94243.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
78399508,,11000.0,11000.0,11000.0, 60 months,7.39,219.85,A,A4,Worship Pastor,3 years,MORTGAGE,42000.0,Not Verified,May-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=78399508,,home_improvement,Home improvement,275xx,NC,11.14,0.0,Sep-2006,740.0,744.0,0.0,,,7.0,0.0,3058.0,27.3,24.0,w,5266.58,5266.58,7465.87,7465.87,5733.42,1732.45,0.0,0.0,0.0,Mar-2019,219.85,Apr-2019,Mar-2019,734.0,730.0,0.0,,1.0,Individual,,,,0.0,0.0,28999.0,0.0,4.0,0.0,0.0,27.0,25941.0,76.0,1.0,2.0,1866.0,64.0,11200.0,0.0,0.0,2.0,2.0,4143.0,3034.0,38.1,0.0,0.0,115.0,108.0,11.0,11.0,0.0,54.0,,2.0,,0.0,1.0,2.0,1.0,2.0,19.0,3.0,5.0,2.0,7.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,45329.0,28999.0,4900.0,34129.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
95317827,,18000.0,18000.0,18000.0, 60 months,10.49,386.81,B,B2,Network Admin,10+ years,MORTGAGE,75000.0,Verified,Dec-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=95317827,,debt_consolidation,Debt consolidation,342xx,FL,31.65,0.0,Nov-2001,760.0,764.0,0.0,,,13.0,0.0,47352.0,63.7,26.0,w,0.0,0.0,21139.616133809,21139.62,18000.0,3139.62,0.0,0.0,0.0,Nov-2018,12640.29,,Dec-2018,809.0,805.0,0.0,,1.0,Joint App,190000.0,13.47,Not Verified,0.0,0.0,616980.0,1.0,3.0,0.0,2.0,18.0,36639.0,62.0,1.0,2.0,8251.0,63.0,74300.0,1.0,2.0,0.0,4.0,47460.0,15422.0,53.1,0.0,0.0,146.0,181.0,5.0,5.0,3.0,5.0,,18.0,,0.0,3.0,4.0,4.0,5.0,10.0,8.0,13.0,4.0,13.0,0.0,0.0,0.0,1.0,100.0,25.0,0.0,0.0,696247.0,83991.0,32900.0,59472.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
70100820,,30400.0,30400.0,30400.0, 60 months,22.45,847.42,F,F1,Driver,10+ years,RENT,80000.0,Verified,Feb-2016,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=70100820,,debt_consolidation,Debt consolidation,288xx,NC,21.26,0.0,Jun-1997,695.0,699.0,0.0,,,10.0,0.0,13357.0,56.8,14.0,w,0.0,0.0,26346.69,26346.69,11507.12,14797.2,42.37,0.0,0.0,Oct-2018,847.42,,Mar-2019,529.0,525.0,0.0,,1.0,Individual,,,,0.0,0.0,64706.0,1.0,3.0,2.0,5.0,5.0,51349.0,87.0,0.0,4.0,8272.0,68.0,23500.0,3.0,0.0,1.0,9.0,6471.0,841.0,93.8,0.0,0.0,164.0,223.0,17.0,5.0,1.0,17.0,,11.0,,0.0,3.0,5.0,3.0,3.0,6.0,7.0,7.0,5.0,10.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,80375.0,64706.0,13600.0,56875.0,,,,,,,,,,,,,,N,INTEREST ONLY-3 MONTHS DEFERRAL,REDUCED_HOURS,BROKEN,3.0,353.46,Oct-2018,Nov-2018,Nov-2018,3.0,10.0,In Grace Period,,19370.97,719.27,Cash,Y,Mar-2019,ACTIVE,Mar-2019,9300.0,45.0,24.0
91515793,,4200.0,4200.0,4200.0, 36 months,11.49,138.48,B,B5,Houseman,10+ years,MORTGAGE,80000.0,Source Verified,Oct-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=91515793,,credit_card,Credit card refinancing,114xx,NY,9.57,0.0,Jun-2001,685.0,689.0,0.0,,89.0,15.0,1.0,11453.0,40.0,22.0,w,933.85,933.85,4010.56,4010.56,3266.15,744.41,0.0,0.0,0.0,Mar-2019,138.48,Apr-2019,Mar-2019,684.0,680.0,0.0,,1.0,Individual,,,,0.0,0.0,15822.0,0.0,1.0,1.0,1.0,8.0,4369.0,87.0,1.0,5.0,4283.0,47.0,28600.0,0.0,0.0,0.0,6.0,1055.0,5451.0,64.4,0.0,0.0,8.0,184.0,8.0,8.0,0.0,8.0,,15.0,,0.0,5.0,8.0,5.0,9.0,1.0,14.0,21.0,8.0,15.0,0.0,0.0,0.0,2.0,100.0,40.0,1.0,0.0,33600.0,15822.0,15300.0,5000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
126704236,,22000.0,22000.0,21975.0, 36 months,5.32,662.53,A,A1,Academic Systems Administrator,3 years,MORTGAGE,80000.0,Source Verified,Jan-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=126704236,,credit_card,Credit card refinancing,017xx,MA,17.02,0.0,Jun-1998,780.0,784.0,1.0,,,4.0,0.0,20315.0,40.6,11.0,f,13858.02,13842.27,9268.92,9258.39,8141.98,1126.94,0.0,0.0,0.0,Mar-2019,662.53,Apr-2019,Mar-2019,789.0,785.0,0.0,,1.0,Individual,,,,0.0,0.0,313066.0,1.0,1.0,0.0,1.0,13.0,30242.0,,1.0,1.0,0.0,41.0,50000.0,0.0,5.0,1.0,2.0,78267.0,,,0.0,0.0,233.0,235.0,2.0,2.0,2.0,,,2.0,,0.0,0.0,1.0,0.0,0.0,7.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,100.0,,0.0,0.0,382258.0,50557.0,0.0,35258.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
57356725,,12000.0,12000.0,11850.0, 36 months,15.61,419.58,D,D1,Program Coordinator I ,5 years,MORTGAGE,65000.0,Verified,Aug-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=57356725,,debt_consolidation,Debt consolidation,995xx,AK,30.21,0.0,Dec-2004,685.0,689.0,0.0,77.0,,13.0,0.0,10763.0,66.9,17.0,f,0.0,0.0,15083.956746324098,14895.41,12000.0,3083.96,0.0,0.0,0.0,Aug-2018,419.47,,Jan-2019,649.0,645.0,0.0,,1.0,Individual,,,,0.0,0.0,163944.0,,,,,,,,,,,,16100.0,,,,3.0,12611.0,1760.0,85.3,0.0,0.0,120.0,128.0,11.0,11.0,1.0,50.0,,,,0.0,2.0,3.0,3.0,3.0,10.0,5.0,6.0,3.0,13.0,0.0,0.0,0.0,2.0,100.0,66.7,0.0,0.0,185421.0,86871.0,12000.0,87334.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
2836762,,30000.0,30000.0,29950.0, 60 months,21.0,811.61,E,E2,Farmingdale State College,10+ years,RENT,99000.0,Verified,Jan-2013,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=2836762,  Borrower added on 12/27/12 > Debt consolidation.<br>,debt_consolidation,Debt consolidation,117xx,NY,27.56,0.0,Sep-1998,680.0,684.0,0.0,,102.0,17.0,2.0,35860.0,82.4,27.0,f,0.0,0.0,23190.58,23151.93,9776.0,12114.59,0.0,1299.99,233.9982,Apr-2015,811.61,,Aug-2017,619.0,615.0,0.0,,1.0,Individual,,,,0.0,0.0,61583.0,,,,,,,,,,,,43500.0,,,,3.0,3623.0,2649.0,87.1,0.0,0.0,116.0,174.0,1.0,1.0,0.0,29.0,,,,0.0,5.0,14.0,5.0,10.0,8.0,14.0,19.0,14.0,17.0,0.0,0.0,0.0,1.0,100.0,80.0,1.0,1.0,93669.0,61583.0,20600.0,50169.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
120641584,,14000.0,14000.0,14000.0, 36 months,9.93,451.29,B,B2,President ,10+ years,RENT,93000.0,Verified,Oct-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=120641584,,debt_consolidation,Debt consolidation,029xx,RI,8.04,1.0,Aug-2005,680.0,684.0,0.0,19.0,,9.0,0.0,12299.0,44.6,16.0,w,7903.93,7903.93,7664.21,7664.21,6096.07,1568.14,0.0,0.0,0.0,Mar-2019,451.29,Apr-2019,Mar-2019,684.0,680.0,0.0,19.0,1.0,Individual,,,,0.0,0.0,25959.0,1.0,1.0,0.0,1.0,16.0,13660.0,68.0,3.0,5.0,6017.0,55.0,27600.0,1.0,3.0,0.0,6.0,2884.0,6212.0,60.7,0.0,0.0,128.0,146.0,0.0,0.0,0.0,12.0,,16.0,47.0,1.0,3.0,5.0,4.0,5.0,4.0,8.0,11.0,5.0,9.0,0.0,0.0,1.0,3.0,86.7,25.0,0.0,0.0,47668.0,25959.0,15800.0,20068.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
138074758,,7000.0,7000.0,7000.0, 36 months,15.02,242.73,C,C3,Realtor,10+ years,RENT,100000.0,Source Verified,Aug-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=138074758,,other,Other,905xx,CA,0.32,0.0,Dec-2000,735.0,739.0,0.0,,,3.0,0.0,1331.0,29.6,5.0,w,5874.64,5874.64,1693.27,1693.27,1125.36,567.91,0.0,0.0,0.0,Mar-2019,242.73,Apr-2019,Mar-2019,639.0,635.0,0.0,,1.0,Individual,,,,0.0,0.0,1331.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,30.0,4500.0,0.0,0.0,0.0,0.0,1331.0,,,0.0,0.0,,212.0,36.0,36.0,0.0,,,,,0.0,0.0,1.0,0.0,1.0,0.0,3.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,4500.0,1331.0,0.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
145421724,,9000.0,9000.0,9000.0, 36 months,6.46,275.68,A,A1,,< 1 year,RENT,40000.0,Not Verified,Dec-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=145421724,,credit_card,Credit card refinancing,902xx,CA,18.86,0.0,Dec-2005,775.0,779.0,0.0,,,10.0,0.0,2058.0,3.9,18.0,w,8314.63,8314.63,806.5,806.5,685.37,121.13,0.0,0.0,0.0,Mar-2019,275.68,Apr-2019,Mar-2019,784.0,780.0,0.0,,1.0,Individual,,,,0.0,0.0,15902.0,1.0,1.0,1.0,2.0,8.0,12685.0,85.0,1.0,2.0,1018.0,23.0,52600.0,1.0,0.0,1.0,4.0,1590.0,43942.0,4.5,0.0,0.0,52.0,156.0,4.0,4.0,0.0,4.0,,8.0,,0.0,5.0,5.0,5.0,11.0,3.0,7.0,13.0,5.0,10.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,69728.0,15902.0,46000.0,15000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
78169964,,8500.0,8500.0,8500.0, 36 months,7.89,265.93,A,A5,Operations Director,< 1 year,MORTGAGE,90000.0,Source Verified,May-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=78169964,,debt_consolidation,Debt consolidation,950xx,CA,18.76,0.0,May-2001,690.0,694.0,0.0,25.0,,6.0,0.0,753.0,17.5,15.0,w,0.0,0.0,9542.131951389,9542.13,8500.0,1042.13,0.0,0.0,0.0,Nov-2018,1833.89,,Mar-2019,784.0,780.0,0.0,46.0,1.0,Individual,,,,0.0,0.0,48010.0,1.0,4.0,1.0,1.0,6.0,47257.0,63.0,0.0,0.0,753.0,61.0,4300.0,0.0,6.0,0.0,1.0,8002.0,247.0,75.3,0.0,0.0,137.0,179.0,30.0,6.0,0.0,131.0,25.0,,25.0,1.0,1.0,1.0,1.0,4.0,7.0,2.0,7.0,1.0,6.0,0.0,0.0,0.0,1.0,80.0,100.0,0.0,0.0,79218.0,48010.0,1000.0,74918.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
102616932,,20000.0,20000.0,20000.0, 60 months,22.74,560.83,E,E1,Investigations Supervisor,6 years,MORTGAGE,100000.0,Not Verified,Apr-2017,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=102616932,,debt_consolidation,Debt consolidation,064xx,CT,7.92,0.0,Jan-1998,660.0,664.0,0.0,73.0,,12.0,0.0,22788.0,80.8,16.0,f,0.0,0.0,26571.6570004246,26571.66,20000.0,6543.62,28.04,0.0,0.0,Nov-2018,17062.82,,Nov-2018,624.0,620.0,0.0,,1.0,Individual,,,,0.0,0.0,282547.0,1.0,0.0,0.0,0.0,132.0,0.0,,3.0,7.0,6840.0,81.0,28200.0,0.0,0.0,2.0,8.0,25686.0,1763.0,86.3,0.0,0.0,132.0,155.0,4.0,4.0,1.0,4.0,,8.0,,0.0,5.0,9.0,5.0,6.0,2.0,9.0,11.0,9.0,12.0,0.0,0.0,0.0,3.0,93.8,60.0,0.0,0.0,293475.0,23063.0,12900.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
7070189,,18000.0,18000.0,17950.0, 36 months,12.35,600.88,B,B4,Coca-Cola Refreshments,< 1 year,RENT,55000.0,Not Verified,Sep-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=7070189,,debt_consolidation,Debt Consolidation,301xx,GA,17.87,0.0,Mar-1979,680.0,684.0,3.0,38.0,102.0,10.0,1.0,12209.0,66.0,17.0,f,0.0,0.0,21631.292123009294,21571.21,18000.0,3631.29,0.0,0.0,0.0,Sep-2016,600.49,,Oct-2016,689.0,685.0,0.0,,1.0,Individual,,,,0.0,0.0,13836.0,,,,,,,,,,,,18500.0,,,,0.0,2306.0,3998.0,74.2,0.0,0.0,138.0,420.0,34.0,34.0,0.0,34.0,38.0,1.0,38.0,1.0,3.0,4.0,5.0,7.0,5.0,8.0,11.0,4.0,10.0,0.0,0.0,0.0,0.0,70.0,66.7,1.0,0.0,41817.0,13836.0,15500.0,23317.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
91648656,,13150.0,13150.0,13150.0, 36 months,17.99,475.34,D,D2,sales,4 years,RENT,65000.0,Verified,Nov-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=91648656,,major_purchase,Major purchase,995xx,AK,10.69,0.0,Aug-1994,685.0,689.0,2.0,,60.0,9.0,4.0,5127.0,40.7,13.0,w,3586.96,3586.96,13352.81,13352.81,9563.04,3766.0,23.77,0.0,0.0,Mar-2019,475.34,Apr-2019,Mar-2019,644.0,640.0,0.0,,1.0,Individual,,,,0.0,225.0,14739.0,3.0,1.0,1.0,1.0,5.0,9612.0,89.0,3.0,7.0,1486.0,63.0,12600.0,0.0,4.0,3.0,8.0,1638.0,6285.0,30.9,0.0,0.0,137.0,266.0,4.0,4.0,0.0,4.0,,3.0,,0.0,5.0,6.0,7.0,7.0,4.0,8.0,9.0,6.0,9.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,23375.0,14739.0,9100.0,10775.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
